filename,full_path,file_type,project_area,apparent_purpose,modified_date,version_information,referenced_by,live_website_use,relationship_to_other_versions,status,classification_note,source_root,size_bytes,sha256
where-you-stand-position-world-v1-finished-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-finished-v1.png,png,Participant material,where you stand position world v1 finished v1,2026-08-01T09:19:22-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-finished-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2576259,092f26f11f8861948b8e2d314b8ac08b012c28eaa93daa88cc924a506c3760c9
where-you-stand-position-world-v1-harmonized-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v1.png,png,Participant material,where you stand position world v1 harmonized v1,2026-08-03T08:30:43-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2474042,de51d8d1b0195f6fabf8a3599da7efa9f906f67da6b423c23055ece3317506d0
where-you-stand-position-world-v1-harmonized-v2-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v2-clarity-v1.png,png,Participant material,where you stand position world v1 harmonized v2 clarity v1,2026-08-03T10:01:05-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v2-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2879877,1917ed6e1faaf82701a799928c621280eb8e4792bc66495e42fa64be629ed547
where-you-stand-position-world-v1-harmonized-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v2.png,png,Participant material,where you stand position world v1 harmonized v2,2026-08-03T09:28:44-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2552237,d9507925b5a82471e08208c6bd59cdae60527512dc935d380d64ac40cfff9c16
where-you-stand-position-world-v1-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v3-clarity-v1.png,png,Participant material,where you stand position world v1 harmonized v3 clarity v1,2026-08-03T10:35:37-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2989522,1082387242bd5fdfd1f9bb29ba3824fce6eeb53b1eab09b0ff874da1b011b751
where-you-stand-position-world-v1-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v3.png,png,Participant material,where you stand position world v1 harmonized v3,2026-08-03T10:33:56-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2659421,021cf3d2ff37d6f9710c7e9a2a2bdc4faa20fd7eb50f19396ef4daea0ba2b9ff
where-you-stand-position-world-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1.png,png,Participant material,where you stand position world v1,2026-07-29T14:26:33-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-position-world-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2730273,253aa7435b48b6c14c4c673e3cc3dbe964e2efd2adca382e98f664e0461af170
where-you-stand-queen-ann-appears-burning-castle-v2-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-appears-burning-castle-v2-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann appears burning castle v2 harmonized v3 clarity v1,2026-08-03T21:19:35-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-appears-burning-castle-v2-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3382879,6a34ee73537feb7efaac918a99ae7afabafb16c4b65359dd807eb249c621e41e
where-you-stand-queen-ann-appears-burning-castle-v2-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-appears-burning-castle-v2-harmonized-v3.png,png,Participant material,where you stand queen ann appears burning castle v2 harmonized v3,2026-08-03T21:19:35-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-appears-burning-castle-v2-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3000331,0490a44476c38b4ace47c004d46a2318dde0214709388ba78f155768561e145c
where-you-stand-queen-ann-appears-burning-castle-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-appears-burning-castle-v2.png,png,Participant material,where you stand queen ann appears burning castle v2,2026-08-03T21:18:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-appears-burning-castle-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3077863,c0033a0eb0d88a00dc31d028dd583534f93391dd816989aec3d6ef3d961196c3
where-you-stand-queen-ann-battle-header-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-battle-header-v1.png,png,Participant material,where you stand queen ann battle header v1,2026-07-31T12:28:34-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-battle-header-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,202291,3aedcc3f5bb9856d4864a988df66f9b6c370c2c834e141959d055df1294ef667
where-you-stand-queen-ann-battle-header-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-battle-header-v2.png,png,Participant material,where you stand queen ann battle header v2,2026-07-31T16:34:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-battle-header-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,257804,2f40f3626f9e934bbf03d8f4c2a4ec58bfb0ef4b479062539385d367ef505511
where-you-stand-queen-ann-castle-balcony-v3-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-balcony-v3-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann castle balcony v3 harmonized v3 clarity v1,2026-08-04T08:51:29-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-balcony-v3-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3265294,e8011ea13e856ba4e3b1ad4447a2a0ad2153c73078fa1aa6cdd985f2a8f7c335
where-you-stand-queen-ann-castle-balcony-v3-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-balcony-v3-harmonized-v3.png,png,Participant material,where you stand queen ann castle balcony v3 harmonized v3,2026-08-04T08:51:29-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-balcony-v3-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2883217,36450fbf366c526e685d87841055510a5a148f2ec04be40a395f5804de771459
where-you-stand-queen-ann-castle-balcony-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-balcony-v3.png,png,Participant material,where you stand queen ann castle balcony v3,2026-08-04T08:51:28-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-balcony-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2961574,80c52d6568f0f59f384d8b92534d9525d2efadb675081e1be7af786b4855c1fd
where-you-stand-queen-ann-castle-encounter-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-encounter-v1.png,png,Participant material,where you stand queen ann castle encounter v1,2026-07-31T18:10:23-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-encounter-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2139305,a3a04cac3dc0bf1eeae9d378ed069d82a613690aadde3f588cf62863948d1e8d
where-you-stand-queen-ann-castle-terrace-v2-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-terrace-v2-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann castle terrace v2 harmonized v3 clarity v1,2026-08-03T21:19:34-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-terrace-v2-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3368832,94efa00308812b4fc7d1f5704e1bc30e5ee1fd32418f96c7200c6ebbf51480e5
where-you-stand-queen-ann-castle-terrace-v2-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-terrace-v2-harmonized-v3.png,png,Participant material,where you stand queen ann castle terrace v2 harmonized v3,2026-08-03T21:19:33-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-terrace-v2-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3005034,adcd37095e1efc6c3c920acd68222056a9013f3c7885acd37cb1815c3f975df4
where-you-stand-queen-ann-castle-terrace-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-terrace-v2.png,png,Participant material,where you stand queen ann castle terrace v2,2026-08-03T21:18:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-castle-terrace-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3086742,31ebc213bc914f387e04e167a1dfcaefb931698c0936d077f2787b4cf64a6197
where-you-stand-queen-ann-closing-landscape-v1-harmonized-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v1.png,png,Participant material,where you stand queen ann closing landscape v1 harmonized v1,2026-08-03T08:30:43-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1123770,117b1926532bd6afcc435379165104039ad3af16cd21312f2a01f949b849f0a2
where-you-stand-queen-ann-closing-landscape-v1-harmonized-v2-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v2-clarity-v1.png,png,Participant material,where you stand queen ann closing landscape v1 harmonized v2 clarity v1,2026-08-03T10:04:19-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v2-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1314072,9e56088c98c5a465087a5fc41f41374f46b41eafebdd0e6bd8951a5cec774c76
where-you-stand-queen-ann-closing-landscape-v1-harmonized-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v2.png,png,Participant material,where you stand queen ann closing landscape v1 harmonized v2,2026-08-03T09:29:13-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1156269,458ad3fb3353a0739a74baf20454d629d75520526c01eb9b8ccfbd03e0717636
where-you-stand-queen-ann-closing-landscape-v1-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann closing landscape v1 harmonized v3 clarity v1,2026-08-03T10:37:03-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1380738,a58e37ad116dede987481b755f34aed3a3ef0e5f57085e8f2c260ad29451750e
where-you-stand-queen-ann-closing-landscape-v1-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v3.png,png,Participant material,where you stand queen ann closing landscape v1 harmonized v3,2026-08-03T10:34:27-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1217076,18baf336f3cfd9105648f50f8dd3a4bbcc3b429513f198eff6d63e6aa447a714
where-you-stand-queen-ann-closing-landscape-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1.png,png,Participant material,where you stand queen ann closing landscape v1,2026-07-29T22:28:45-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-closing-landscape-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1241872,ee7b6212df4bd068e271378bdc92b8a39a8fb276494e021acf536b884b4c030b
where-you-stand-queen-ann-departure-threshold-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-departure-threshold-v1.png,png,Participant material,where you stand queen ann departure threshold v1,2026-07-31T12:04:30-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-departure-threshold-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,451455,8ca01e4acab31bec399ff109ab0bb083279b0e9f89dc5087f399e879ae31d083
where-you-stand-queen-ann-forward-arch-gate-v1-harmonized-v3-clarity-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-forward-arch-gate-v1-harmonized-v3-clarity-v1.png,png,Participant material,where you stand queen ann forward arch gate v1 harmonized v3 clarity v1,2026-08-03T10:51:45-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-forward-arch-gate-v1-harmonized-v3-clarity-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3401932,88ce7c9d7f8b9cb8fb1367bbaf2f4255b69aa5d3b5e174e6bf1b29c79fc65ffa
where-you-stand-queen-ann-forward-arch-gate-v1-harmonized-v3.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-forward-arch-gate-v1-harmonized-v3.png,png,Participant material,where you stand queen ann forward arch gate v1 harmonized v3,2026-08-03T10:51:20-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-forward-arch-gate-v1-harmonized-v3.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3016250,41c76625a67ed17f5ff82d6ecc3024c20de36f3dff15405858b4dcc9d5d23ec7
where-you-stand-queen-ann-forward-arch-gate-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-forward-arch-gate-v1.png,png,Participant material,where you stand queen ann forward arch gate v1,2026-08-03T10:50:50-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 4; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-forward-arch-gate-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3094293,e6e235ce5215b2c05f8c500abdcd9e0ffad1b5cee633019200c8f64d98fc2bbe
where-you-stand-queen-ann-frame-continuation-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-frame-continuation-v1.png,png,Participant material,where you stand queen ann frame continuation v1,2026-07-31T11:50:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-frame-continuation-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,1998568,88c49ad99f8e5eb42d8b04039f67e2e21c8843187b6091d7869560f0d65e4f97
where-you-stand-queen-ann-frame-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-frame-v1.png,png,Participant material,where you stand queen ann frame v1,2026-07-31T11:50:51-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-frame-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2359613,470c84c605360707f08dc4e7599bb98afed7510c43effab853e31e27d0fea65a
where-you-stand-queen-ann-movement-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-movement-v1.png,png,Participant material,where you stand queen ann movement v1,2026-07-29T15:20:41-05:00,version-like filename,not determined,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-movement-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3072921,3adc946a8a7d8b9c98f540073312c67d4ca49fd3efacf0895122c2aa06f18157
where-you-stand-queen-ann-movement-v2-finished-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-movement-v2-finished-v1.png,png,Participant material,where you stand queen ann movement v2 finished v1,2026-08-01T09:19:24-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-movement-v2-finished-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3014309,d475e4e34d802c5088019a1d64355f1757f2f0b9829e8a62f99208e3ea32c73a
where-you-stand-queen-ann-movement-v2.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-movement-v2.png,png,Participant material,where you stand queen ann movement v2,2026-07-29T15:45:35-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-movement-v2.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,3174343,bf996250b1fc1b1d3805c9557a9c1bd3e193867785af0a8ba3ed126ce5bdd07e
where-you-stand-queen-ann-path-distance-upper-crop-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-path-distance-upper-crop-v1.png,png,Participant material,where you stand queen ann path distance upper crop v1,2026-07-29T21:40:04-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-path-distance-upper-crop-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,589505,936f8f9cdba0c77790f3e77ea079efa91b71e78130ea7fd5b57ee9b285a13c59
where-you-stand-queen-ann-path-distance-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-path-distance-v1.png,png,Participant material,where you stand queen ann path distance v1,2026-07-29T21:59:42-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-path-distance-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,2126994,d77b5126833263170f25f9fea30e3f03c1a6c43aa66bea603633ed2465be6fa5
where-you-stand-queen-ann-path-natural-crop-v1.png,/Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-path-natural-crop-v1.png,png,Participant material,where you stand queen ann path natural crop v1,2026-07-29T21:57:48-05:00,version-like filename,repository text/code search,NO / NOT APPLICABLE,byte-identical group of 2; primary: /Users/sashe/Projects/AwakenArts/awakenarts-site/AwakenArts_Workbook/Journal_Product/01_Kings_and_Queens/images/where-you-stand-queen-ann-path-natural-crop-v1.png,UNRESOLVED,Status not safely inferable from filename or date,LIVE_REPOSITORY,626551,9c5ebc68cf8a73bd67d1a93de1a636cbb7b9edbc7cf8ed1168880ca4ea686404
